transaction_id,item_name
2080,Коктейль (ваниль)
2080,Сырный соус
2081,Кола
2081,Греческий салат
2081,Сметана
2081,Вода с газом 500 мл
2081,Коктейль (банан)
2081,Картофель фри 200 гр
2081,Морковные палочки
2081,Кетчуп
2082,Картофель фри 300 гр
2082,Наггетсы
2082,Чесночный соус
2082,Сметана
2082,Коктейль (банан)
2082,Кетчуп
2083,Сметана
2083,Стрипсы
2083,Морковные палочки
2084,Наггетсы
2084,Вода с газом 500 мл
2084,Коктейль (банан)
2084,Сырный соус
2084,Вода без газа 500 мл
2084,Кетчуп
2085,Картофель фри 300 гр
2085,Картофель фри 200 гр
2086,Цезарь
2086,Супер Комбо Обед
2086,Греческий салат
2086,Сметана
2086,Вода без газа 500 мл
2086,Морковные палочки
2086,Кетчуп
2087,Супер Комбо Обед
2087,Вода с газом 500 мл
2087,Кола
2087,Кетчуп
2088,Цезарь
2088,Ролл-цезарь
2088,Чесночный соус
2088,Вода с газом 500 мл
2088,Сырный соус
2089,Картофель фри 200 гр
2089,Вода с газом 500 мл
2089,Супер Комбо Обед
2090,Наггетсы
2090,Цезарь
2090,Кола
2090,Ролл-цезарь
2090,Греческий салат
2090,Чикенбургер
2090,Коктейль (ваниль)
2090,Коктейль (банан)
2091,Чизбургер
2091,Сметана
2091,Вода с газом 500 мл
2091,Коктейль (банан)
2091,Коктейль (ваниль)
2091,Морковные палочки
2092,Картофель фри 300 гр
2092,Стрипсы
2092,Сырный соус
2093,Ролл-цезарь
2093,Чесночный соус
2093,Стрипсы
2093,Вода без газа 500 мл
2094,Картофель фри 300 гр
2094,Наггетсы
2094,Коктейль (банан)
2094,Сырный соус
2095,Кола
2095,Супер Комбо Обед
2096,Наггетсы
2096,Супер Комбо Обед
2096,Ролл-цезарь
2096,Коктейль (банан)
2096,Вода без газа 500 мл
2096,Морковные палочки
2097,Чесночный соус
2097,Кола
2097,Супер Комбо Обед
2098,Картофель фри 300 гр
2098,Цезарь
2098,Вода с газом 500 мл
2098,Коктейль (ваниль)
2098,Картофель фри 200 гр
2098,Стрипсы
2098,Кетчуп
2099,Цезарь
2099,Ролл-цезарь
2099,Греческий салат
2099,Вода с газом 500 мл
2099,Морковные палочки
2100,Ролл-цезарь
2100,Стрипсы
2101,Наггетсы
2101,Кола
2101,Супер Комбо Обед
2101,Чесночный соус
2101,Морковные палочки
2102,Чизбургер
2102,Наггетсы
2102,Греческий салат
2102,Вода с газом 500 мл
2102,Сырный соус
2103,Цезарь
2103,Кола
2103,Наггетсы
2103,Вода с газом 500 мл
2104,Картофель фри 300 гр
2104,Чизбургер
2104,Цезарь
2104,Ролл-цезарь
2104,Чесночный соус
2104,Сметана
2104,Кетчуп
2105,Картофель фри 300 гр
2105,Чизбургер
2105,Супер Комбо Обед
2105,Коктейль (ваниль)
2105,Сырный соус
2105,Стрипсы
2106,Чесночный соус
2106,Коктейль (банан)
2106,Картофель фри 200 гр
2106,Стрипсы
2106,Кетчуп
2107,Чесночный соус
2107,Сметана
2107,Греческий салат
2107,Морковные палочки
2108,Картофель фри 300 гр
2108,Кола
2108,Супер Комбо Обед
2108,Вода с газом 500 мл
2108,Сырный соус
2108,Вода без газа 500 мл
2109,Ролл-цезарь
2109,Цезарь
2109,Коктейль (ваниль)
2110,Чесночный соус
2110,Греческий салат
2110,Коктейль (банан)
2110,Сырный соус
2111,Наггетсы
2111,Коктейль (банан)
2111,Сырный соус
2111,Супер Комбо Обед
2112,Вода без газа 500 мл
2112,Цезарь
2112,Чесночный соус
2113,Чесночный соус
2113,Сметана
2113,Вода с газом 500 мл
2113,Коктейль (банан)
2113,Морковные палочки
2114,Картофель фри 300 гр
2114,Наггетсы
2114,Супер Комбо Обед
2114,Греческий салат
2114,Чесночный соус
2114,Сметана
2114,Коктейль (банан)
2114,Морковные палочки
2115,Картофель фри 300 гр
2115,Чизбургер
2115,Кола
2115,Чикенбургер
2115,Чесночный соус
2116,Цезарь
2116,Наггетсы
2116,Сметана
2116,Коктейль (банан)
2116,Стрипсы
2116,Кетчуп
2117,Чизбургер
2117,Цезарь
2117,Ролл-цезарь
2117,Сметана
2117,Вода с газом 500 мл
2117,Стрипсы
2118,Вода с газом 500 мл
2118,Чикенбургер
2119,Наггетсы
2119,Чизбургер
2119,Чикенбургер
2119,Коктейль (ваниль)
2119,Коктейль (банан)
2119,Вода без газа 500 мл
2119,Стрипсы
2120,Картофель фри 200 гр
2120,Кола
2120,Чикенбургер
2120,Кетчуп
2121,Цезарь
2121,Чесночный соус
2121,Морковные палочки
2122,Чизбургер
2122,Вода с газом 500 мл
2122,Коктейль (банан)
2122,Коктейль (ваниль)
2122,Вода без газа 500 мл
2123,Ролл-цезарь
2123,Цезарь
2123,Кола
2123,Чикенбургер
2124,Ролл-цезарь
2124,Цезарь
2124,Кола
2125,Чесночный соус
2125,Кола
2126,Картофель фри 300 гр
2126,Наггетсы
2126,Цезарь
2126,Супер Комбо Обед
2126,Чикенбургер
2126,Кетчуп
2127,Сметана
2127,Кетчуп
2128,Ролл-цезарь
2128,Сметана
2128,Картофель фри 300 гр
2128,Сырный соус
2129,Цезарь
2129,Ролл-цезарь
2129,Сметана
2129,Вода без газа 500 мл
2129,Морковные палочки
2130,Картофель фри 200 гр
2130,Супер Комбо Обед
2131,Вода без газа 500 мл
2131,Чесночный соус
2131,Коктейль (банан)
2131,Супер Комбо Обед
2132,Ролл-цезарь
2132,Греческий салат
2132,Чесночный соус
2132,Сырный соус
2132,Кетчуп
2133,Вода без газа 500 мл
2133,Картофель фри 200 гр
2133,Кетчуп
2134,Картофель фри 300 гр
2134,Цезарь
2134,Греческий салат
2134,Сметана
2134,Сырный соус
2134,Морковные палочки
2135,Вода с газом 500 мл
2135,Морковные палочки
2136,Наггетсы
2136,Цезарь
2136,Сметана
2136,Картофель фри 200 гр
2136,Стрипсы
2136,Кетчуп
2137,Кола
2137,Чикенбургер
2137,Сметана
2137,Коктейль (ваниль)
2137,Морковные палочки
2138,Вода без газа 500 мл
2138,Коктейль (ваниль)
2138,Сырный соус
2139,Ролл-цезарь
2139,Картофель фри 200 гр
2139,Кетчуп
2140,Наггетсы
2140,Ролл-цезарь
2140,Греческий салат
2140,Сметана
2140,Коктейль (банан)
2140,Вода без газа 500 мл
2140,Морковные палочки
2141,Картофель фри 300 гр
2141,Цезарь
2141,Кола
2141,Супер Комбо Обед
2141,Стрипсы
2142,Чизбургер
2142,Супер Комбо Обед
2142,Вода с газом 500 мл
2142,Коктейль (ваниль)
2142,Сырный соус
2142,Картофель фри 200 гр
2142,Кетчуп
2143,Наггетсы
2143,Картофель фри 200 гр
2143,Кола
2143,Коктейль (банан)
2144,Картофель фри 300 гр
2144,Сметана
2144,Кола
2144,Сырный соус
2145,Чизбургер
2145,Цезарь
2145,Супер Комбо Обед
2145,Сметана
2145,Вода с газом 500 мл
2145,Коктейль (ваниль)
2145,Сырный соус
2146,Кола
2146,Сырный соус
2146,Чикенбургер
2147,Картофель фри 300 гр
2147,Кола
2147,Чесночный соус
2147,Сметана
2147,Сырный соус
2147,Вода без газа 500 мл
2147,Картофель фри 200 гр
2148,Картофель фри 200 гр
2148,Кола
2148,Кетчуп
2149,Картофель фри 200 гр
2149,Сметана
2149,Кетчуп
2150,Наггетсы
2150,Коктейль (ваниль)
2150,Чизбургер
2150,Сырный соус
2151,Цезарь
2151,Чесночный соус
2151,Вода с газом 500 мл
2152,Картофель фри 300 гр
2152,Кола
2152,Сырный соус
2153,Цезарь
2153,Кола
2153,Ролл-цезарь
2153,Чикенбургер
2153,Вода без газа 500 мл
2153,Картофель фри 200 гр
2153,Морковные палочки
2154,Наггетсы
2154,Чизбургер
2154,Кола
2154,Супер Комбо Обед
2154,Чесночный соус
2155,Чесночный соус
2155,Чизбургер
2156,Картофель фри 300 гр
2156,Чикенбургер
2157,Картофель фри 300 гр
2157,Сметана
2157,Сырный соус
2157,Картофель фри 200 гр
2157,Стрипсы
2157,Морковные палочки
2157,Кетчуп
2158,Картофель фри 300 гр
2158,Коктейль (ваниль)
2158,Сырный соус
2158,Морковные палочки
2158,Кетчуп
2159,Цезарь
2159,Вода с газом 500 мл
2159,Коктейль (банан)
2160,Цезарь
2160,Кола
2160,Ролл-цезарь
2160,Греческий салат
2160,Чикенбургер
2160,Коктейль (банан)
2160,Картофель фри 200 гр
2160,Кетчуп
2161,Наггетсы
2161,Кола
2161,Супер Комбо Обед
2161,Чикенбургер
2161,Коктейль (банан)
2161,Картофель фри 200 гр
2162,Кола
2162,Сырный соус
2162,Чикенбургер
2163,Сметана
2163,Греческий салат
2163,Морковные палочки
2164,Коктейль (банан)
2164,Ролл-цезарь
2164,Картофель фри 200 гр
2164,Стрипсы
2165,Цезарь
2165,Чизбургер
2165,Кола
2165,Коктейль (ваниль)
2165,Стрипсы
2166,Картофель фри 300 гр
2166,Цезарь
2166,Вода с газом 500 мл
2166,Чесночный соус
2167,Кола
2167,Чикенбургер
2167,Супер Комбо Обед
2168,Картофель фри 300 гр
2168,Наггетсы
2168,Коктейль (банан)
2168,Сырный соус
2169,Цезарь
2169,Картофель фри 200 гр
2169,Коктейль (банан)
2170,Цезарь
2170,Чизбургер
2170,Кола
2170,Чикенбургер
2170,Вода с газом 500 мл
2170,Вода без газа 500 мл
2171,Картофель фри 300 гр
2171,Греческий салат
2171,Сметана
2171,Сырный соус
2171,Стрипсы
2171,Морковные палочки
2172,Вода без газа 500 мл
2172,Коктейль (банан)
2172,Кетчуп
2173,Вода без газа 500 мл
2173,Картофель фри 200 гр
2173,Сырный соус
2173,Кетчуп
2174,Картофель фри 300 гр
2174,Стрипсы
2174,Сырный соус
2175,Наггетсы
2175,Сметана
2175,Чикенбургер
2176,Картофель фри 300 гр
2176,Чикенбургер
2176,Сметана
2176,Сырный соус
2176,Вода без газа 500 мл
2176,Картофель фри 200 гр
2176,Морковные палочки
2177,Картофель фри 300 гр
2177,Сырный соус
2178,Картофель фри 200 гр
2178,Кола
2178,Чикенбургер
2179,Картофель фри 300 гр
2179,Чизбургер
2180,Картофель фри 300 гр
2180,Картофель фри 200 гр
2180,Сырный соус
2180,Кетчуп
2181,Чесночный соус
2181,Сырный соус
2182,Цезарь
2182,Вода с газом 500 мл
2182,Сырный соус
2182,Чикенбургер
2183,Наггетсы
2183,Греческий салат
2183,Сметана
2183,Коктейль (банан)
2183,Вода без газа 500 мл
2183,Морковные палочки
2184,Цезарь
2184,Ролл-цезарь
2184,Чесночный соус
2184,Сметана
2184,Стрипсы
2184,Морковные палочки
2185,Сметана
2185,Греческий салат
2185,Коктейль (банан)
2185,Морковные палочки
2186,Наггетсы
2186,Цезарь
2186,Ролл-цезарь
2186,Греческий салат
2186,Коктейль (банан)
2186,Вода без газа 500 мл
2186,Стрипсы
2186,Морковные палочки
2186,Кетчуп
2187,Цезарь
2187,Чизбургер
2187,Кола
2187,Супер Комбо Обед
2187,Вода с газом 500 мл
2187,Коктейль (банан)
2187,Коктейль (ваниль)
2187,Сырный соус
2188,Ролл-цезарь
2188,Стрипсы
2189,Чизбургер
2189,Наггетсы
2189,Ролл-цезарь
2189,Греческий салат
2189,Сметана
2189,Вода с газом 500 мл
2189,Коктейль (банан)
2189,Морковные палочки
2190,Цезарь
2190,Ролл-цезарь
2190,Чесночный соус
2190,Сметана
2190,Морковные палочки
2191,Наггетсы
2191,Чикенбургер
2191,Сметана
2191,Коктейль (банан)
2191,Коктейль (ваниль)
2191,Морковные палочки
2192,Вода без газа 500 мл
2192,Кетчуп
2193,Ролл-цезарь
2193,Сметана
2193,Вода с газом 500 мл
2193,Стрипсы
2193,Морковные палочки
2194,Цезарь
2194,Кола
2194,Супер Комбо Обед
2194,Вода с газом 500 мл
2194,Картофель фри 200 гр
2194,Кетчуп
2195,Картофель фри 300 гр
2195,Наггетсы
2196,Сметана
2196,Кетчуп
2197,Картофель фри 300 гр
2197,Чизбургер
2197,Цезарь
2197,Ролл-цезарь
2197,Сметана
2197,Вода с газом 500 мл
2197,Сырный соус
2197,Кетчуп
2198,Ролл-цезарь
2198,Стрипсы
2199,Вода без газа 500 мл
2199,Чесночный соус
2199,Коктейль (банан)
2199,Супер Комбо Обед
2200,Ролл-цезарь
2200,Чесночный соус
2200,Вода без газа 500 мл
2201,Ролл-цезарь
2201,Картофель фри 300 гр
2201,Сырный соус
2202,Цезарь
2202,Кола
2202,Греческий салат
2202,Сметана
2202,Картофель фри 200 гр
2202,Стрипсы
2202,Морковные палочки
2202,Кетчуп
2203,Чесночный соус
2203,Кола
2203,Сырный соус
2204,Кола
2204,Чикенбургер
2204,Вода с газом 500 мл
2204,Картофель фри 200 гр
2204,Кетчуп
2205,Картофель фри 300 гр
2205,Кола
2205,Чесночный соус
2205,Сметана
2205,Коктейль (банан)
2205,Морковные палочки
2205,Кетчуп
2206,Ролл-цезарь
2206,Цезарь
2206,Супер Комбо Обед
2207,Картофель фри 300 гр
2207,Чесночный соус
2207,Сырный соус
2207,Картофель фри 200 гр
2207,Морковные палочки
2207,Кетчуп
2208,Картофель фри 300 гр
2208,Стрипсы
2208,Сырный соус
2208,Вода без газа 500 мл
2209,Картофель фри 200 гр
2209,Чикенбургер
2210,Ролл-цезарь
2210,Цезарь
2211,Цезарь
2211,Ролл-цезарь
2211,Чесночный соус
2211,Вода без газа 500 мл
2211,Морковные палочки
2212,Ролл-цезарь
2212,Вода с газом 500 мл
2212,Кола
2213,Ролл-цезарь
2213,Вода с газом 500 мл
2213,Вода без газа 500 мл
2214,Вода без газа 500 мл
2214,Сметана
2215,Картофель фри 200 гр
2215,Сырный соус
2215,Кетчуп
2216,Цезарь
2216,Сметана
2216,Греческий салат
2216,Чесночный соус
2217,Наггетсы
2217,Кола
2217,Коктейль (банан)
2217,Вода без газа 500 мл
2217,Картофель фри 200 гр
2217,Стрипсы
2217,Кетчуп
2218,Наггетсы
2218,Стрипсы
2219,Наггетсы
2219,Вода с газом 500 мл
2219,Коктейль (ваниль)
2219,Коктейль (банан)
2219,Картофель фри 200 гр
2219,Кетчуп
2220,Вода без газа 500 мл
2220,Кола
2220,Чикенбургер
2220,Супер Комбо Обед
2221,Вода без газа 500 мл
2221,Чесночный соус
2221,Стрипсы
2222,Ролл-цезарь
2222,Цезарь
2222,Коктейль (ваниль)
2223,Цезарь
2223,Греческий салат
2223,Сметана
2223,Вода с газом 500 мл
2223,Картофель фри 200 гр
2223,Морковные палочки
2223,Кетчуп
2224,Чесночный соус
2224,Коктейль (ваниль)
2224,Супер Комбо Обед
2225,Картофель фри 300 гр
2225,Цезарь
2225,Чикенбургер
2225,Вода с газом 500 мл
2225,Кетчуп
2226,Картофель фри 300 гр
2226,Греческий салат
2226,Морковные палочки
2227,Кола
2227,Супер Комбо Обед
2227,Чикенбургер
2227,Сметана
2227,Сырный соус
2227,Картофель фри 200 гр
2227,Стрипсы
2227,Морковные палочки
2228,Кола
2228,Супер Комбо Обед
2228,Коктейль (банан)
2228,Вода без газа 500 мл
2228,Картофель фри 200 гр
2228,Стрипсы
2228,Кетчуп
2229,Картофель фри 300 гр
2229,Сметана
2229,Морковные палочки
2229,Сырный соус
2230,Чесночный соус
2230,Вода с газом 500 мл
2231,Цезарь
2231,Чикенбургер
2231,Сметана
2231,Коктейль (ваниль)
2231,Морковные палочки
2232,Вода с газом 500 мл
2232,Чикенбургер
2233,Вода с газом 500 мл
2233,Коктейль (банан)
2233,Супер Комбо Обед
2234,Картофель фри 200 гр
2234,Коктейль (ваниль)
2234,Морковные палочки
2235,Морковные палочки
2235,Греческий салат
2235,Коктейль (банан)
2235,Сырный соус
2236,Вода без газа 500 мл
2236,Чесночный соус
2237,Цезарь
2237,Кола
2238,Картофель фри 300 гр
2238,Вода с газом 500 мл
2238,Коктейль (ваниль)
2238,Сырный соус
2239,Вода без газа 500 мл
2239,Чесночный соус
2239,Кола
2239,Греческий салат
2240,Цезарь
2240,Ролл-цезарь
2240,Коктейль (ваниль)
2240,Сырный соус
2240,Стрипсы
2240,Морковные палочки
2240,Кетчуп
2241,Наггетсы
2241,Кола
2241,Супер Комбо Обед
2241,Картофель фри 200 гр
2241,Стрипсы
2241,Кетчуп
2242,Картофель фри 300 гр
2242,Чизбургер
2242,Цезарь
2242,Ролл-цезарь
2242,Коктейль (банан)
2242,Коктейль (ваниль)
2242,Сырный соус
2243,Цезарь
2243,Чикенбургер
2243,Вода с газом 500 мл
2243,Коктейль (банан)
2243,Морковные палочки
2244,Сметана
2244,Вода с газом 500 мл
2244,Чикенбургер
2245,Коктейль (банан)
2245,Чизбургер
2245,Наггетсы
2246,Цезарь
2246,Греческий салат
2246,Чесночный соус
2246,Вода с газом 500 мл
2246,Сырный соус
2246,Стрипсы
2247,Цезарь
2247,Сметана
2247,Вода с газом 500 мл
2247,Коктейль (банан)
2247,Коктейль (ваниль)
2247,Картофель фри 200 гр
2247,Стрипсы
2247,Кетчуп
2248,Кола
2248,Чесночный соус
2248,Коктейль (банан)
2248,Вода без газа 500 мл
2248,Картофель фри 200 гр
2248,Кетчуп
2249,Картофель фри 300 гр
2249,Наггетсы
2249,Супер Комбо Обед
2249,Вода с газом 500 мл
2249,Коктейль (банан)
2250,Картофель фри 200 гр
2250,Греческий салат
2250,Сметана
2250,Морковные палочки
2251,Чизбургер
2251,Кола
2251,Сметана
2251,Сырный соус
2251,Вода без газа 500 мл
2251,Морковные палочки
2252,Морковные палочки
2252,Сметана
2252,Греческий салат
2252,Сырный соус
2253,Морковные палочки
2253,Сметана
2253,Греческий салат
2253,Сырный соус
2254,Вода с газом 500 мл
2254,Сырный соус
2254,Кетчуп
2255,Кола
2255,Стрипсы
2255,Чикенбургер
2256,Чизбургер
2256,Наггетсы
2256,Цезарь
2256,Супер Комбо Обед
2256,Ролл-цезарь
2256,Чесночный соус
2256,Коктейль (ваниль)
2257,Цезарь
2257,Чизбургер
2257,Кола
2257,Чесночный соус
2257,Вода с газом 500 мл
2258,Ролл-цезарь
2258,Сметана
2258,Сырный соус
2258,Картофель фри 200 гр
2258,Морковные палочки
2258,Кетчуп
2259,Ролл-цезарь
2259,Кола
2260,Ролл-цезарь
2260,Кетчуп
2260,Цезарь
2260,Супер Комбо Обед
2261,Кола
2261,Чикенбургер
2261,Вода с газом 500 мл
2261,Картофель фри 200 гр
2261,Кетчуп
2262,Картофель фри 300 гр
2262,Кола
2262,Супер Комбо Обед
2262,Греческий салат
2262,Коктейль (ваниль)
2262,Картофель фри 200 гр
2263,Цезарь
2263,Вода с газом 500 мл
2263,Коктейль (ваниль)
2264,Картофель фри 300 гр
2264,Чизбургер
2264,Кола
2264,Супер Комбо Обед
2264,Греческий салат
2264,Сметана
2264,Сырный соус
2264,Морковные палочки
2264,Кетчуп
2265,Картофель фри 300 гр
2265,Наггетсы
2265,Кола
2265,Супер Комбо Обед
2265,Греческий салат
2265,Коктейль (банан)
2265,Сырный соус
2265,Стрипсы
2265,Морковные палочки
2266,Кола
2266,Чикенбургер
2266,Чесночный соус
2266,Сырный соус
2266,Стрипсы
2266,Кетчуп
2267,Чесночный соус
2267,Сметана
2267,Кола
2267,Чикенбургер
2268,Ролл-цезарь
2268,Сметана
2268,Коктейль (банан)
2268,Картофель фри 200 гр
2268,Морковные палочки
2269,Картофель фри 300 гр
2269,Наггетсы
2269,Кола
2269,Чикенбургер
2269,Чесночный соус
2269,Коктейль (банан)
2269,Сырный соус
2270,Чизбургер
2270,Коктейль (банан)
2271,Чесночный соус
2271,Сметана
2271,Цезарь
2271,Кетчуп
2272,Кола
2272,Чикенбургер
2272,Сметана
2272,Коктейль (ваниль)
2272,Коктейль (банан)
2272,Сырный соус
2272,Морковные палочки
2273,Сметана
2273,Вода с газом 500 мл
2273,Коктейль (ваниль)
2273,Сырный соус
2273,Морковные палочки
2274,Стрипсы
2274,Кола
2274,Коктейль (банан)
2274,Морковные палочки
2275,Наггетсы
2275,Чизбургер
2275,Кола
2275,Супер Комбо Обед
2275,Греческий салат
2275,Вода с газом 500 мл
2275,Коктейль (банан)
2275,Коктейль (ваниль)
2275,Кетчуп
2276,Кола
2276,Чесночный соус
2276,Сметана
2276,Коктейль (банан)
2276,Коктейль (ваниль)
2276,Сырный соус
2277,Картофель фри 300 гр
2277,Сметана
2277,Кола
2277,Супер Комбо Обед
2278,Цезарь
2278,Греческий салат
2278,Сметана
2278,Коктейль (банан)
2278,Морковные палочки
2278,Кетчуп
2279,Картофель фри 300 гр
2279,Наггетсы
2279,Кола
2279,Греческий салат
2279,Чикенбургер
2279,Чесночный соус
2279,Сырный соус
2279,Морковные палочки
2280,Кола
2280,Вода с газом 500 мл
2280,Чикенбургер
2281,Картофель фри 300 гр
2281,Чизбургер
2281,Вода с газом 500 мл
2281,Коктейль (банан)
2281,Стрипсы
2282,Цезарь
2282,Сметана
2282,Вода с газом 500 мл
2282,Коктейль (банан)
2282,Вода без газа 500 мл
2283,Картофель фри 300 гр
2283,Греческий салат
2283,Чикенбургер
2283,Вода с газом 500 мл
2283,Картофель фри 200 гр
2283,Морковные палочки
2283,Кетчуп
2284,Цезарь
2284,Супер Комбо Обед
2284,Ролл-цезарь
2284,Чесночный соус
2284,Картофель фри 200 гр
2284,Кетчуп
2285,Цезарь
2285,Кола
2285,Чикенбургер
2286,Вода с газом 500 мл
2286,Коктейль (банан)
2286,Кола
2286,Чикенбургер
2287,Коктейль (ваниль)
2287,Супер Комбо Обед
2288,Картофель фри 300 гр
2288,Наггетсы
2288,Чизбургер
2288,Коктейль (банан)
2288,Сырный соус
2288,Картофель фри 200 гр
2288,Стрипсы
2288,Кетчуп
2289,Цезарь
2289,Вода с газом 500 мл
2289,Стрипсы
2290,Цезарь
2290,Коктейль (ваниль)
2290,Сырный соус
2290,Вода без газа 500 мл
2290,Стрипсы
2291,Супер Комбо Обед
2291,Сметана
2291,Коктейль (банан)
2291,Морковные палочки
2291,Кетчуп
2292,Картофель фри 300 гр
2292,Чизбургер
2292,Кола
2292,Супер Комбо Обед
2292,Коктейль (ваниль)
2292,Сырный соус
2293,Ролл-цезарь
2293,Наггетсы
2293,Картофель фри 200 гр
2293,Коктейль (банан)
2294,Картофель фри 300 гр
2294,Чизбургер
2294,Кола
2294,Греческий салат
2294,Сметана
2294,Вода с газом 500 мл
2294,Коктейль (ваниль)
2294,Сырный соус
2294,Картофель фри 200 гр
2294,Морковные палочки
2295,Наггетсы
2295,Чесночный соус
2295,Сметана
2295,Сырный соус
2295,Морковные палочки
2296,Чесночный соус
2296,Коктейль (ваниль)
2296,Стрипсы
2296,Чизбургер
2297,Чесночный соус
2297,Наггетсы
2298,Цезарь
2298,Картофель фри 200 гр
2299,Кола
2299,Чикенбургер
2299,Сметана
2299,Вода с газом 500 мл
2299,Сырный соус
2299,Кетчуп
2300,Наггетсы
2300,Ролл-цезарь
2300,Греческий салат
2300,Сметана
2300,Вода с газом 500 мл
2300,Коктейль (ваниль)
2300,Морковные палочки
2301,Наггетсы
2301,Вода с газом 500 мл
2301,Супер Комбо Обед
2302,Цезарь
2302,Наггетсы
2302,Сметана
2302,Сырный соус
2302,Вода без газа 500 мл
2302,Морковные палочки
2303,Стрипсы
2303,Коктейль (банан)
2304,Цезарь
2304,Кола
2304,Супер Комбо Обед
2304,Ролл-цезарь
2304,Вода с газом 500 мл
2305,Кола
2305,Чикенбургер
2305,Сметана
2305,Картофель фри 200 гр
2305,Кетчуп
2306,Кола
2306,Стрипсы
2306,Чикенбургер
2306,Супер Комбо Обед
2307,Картофель фри 300 гр
2307,Наггетсы
2307,Сметана
2307,Сырный соус
2307,Вода без газа 500 мл
2308,Чизбургер
2308,Кола
2308,Стрипсы
2308,Коктейль (ваниль)
2309,Картофель фри 300 гр
2309,Сметана
2309,Вода с газом 500 мл
2309,Сырный соус
2310,Цезарь
2310,Кола
2310,Сметана
2310,Вода с газом 500 мл
2310,Картофель фри 200 гр
2311,Кола
2311,Кетчуп
2312,Чизбургер
2312,Кола
2312,Супер Комбо Обед
2312,Чикенбургер
2312,Коктейль (банан)
2312,Коктейль (ваниль)
2312,Картофель фри 200 гр
2312,Кетчуп
2313,Вода без газа 500 мл
2313,Греческий салат
2313,Кетчуп
2314,Вода без газа 500 мл
2314,Греческий салат
2314,Морковные палочки
2315,Чесночный соус
2315,Коктейль (ваниль)
2315,Стрипсы
2315,Кетчуп
2316,Ролл-цезарь
2316,Греческий салат
2316,Чесночный соус
2316,Сметана
2316,Коктейль (банан)
2316,Морковные палочки
2316,Кетчуп
2317,Картофель фри 300 гр
2317,Сметана
2317,Вода с газом 500 мл
2317,Картофель фри 200 гр
2317,Морковные палочки
2317,Кетчуп
2318,Наггетсы
2318,Кола
2318,Коктейль (банан)
2318,Чикенбургер
2319,Вода без газа 500 мл
2319,Стрипсы
2319,Кетчуп
2320,Картофель фри 300 гр
2320,Греческий салат
2320,Сметана
2320,Вода с газом 500 мл
2320,Сырный соус
2320,Морковные палочки
2321,Чесночный соус
2321,Коктейль (ваниль)
2321,Коктейль (банан)
2321,Сырный соус
2321,Стрипсы
2321,Кетчуп
2322,Цезарь
2322,Кола
2322,Ролл-цезарь
2322,Греческий салат
2322,Вода с газом 500 мл
2322,Картофель фри 200 гр
2322,Стрипсы
2323,Цезарь
2323,Ролл-цезарь
2323,Чикенбургер
2323,Вода с газом 500 мл
2323,Коктейль (банан)
2323,Сырный соус
2323,Кетчуп
2324,Цезарь
2324,Сметана
2324,Вода с газом 500 мл
2324,Коктейль (ваниль)
2324,Стрипсы
2325,Кола
2325,Супер Комбо Обед
2325,Сметана
2325,Картофель фри 200 гр
2325,Морковные палочки
2326,Вода без газа 500 мл
2326,Картофель фри 200 гр
2326,Кетчуп
2327,Кола
2327,Греческий салат
2327,Чикенбургер
2327,Сметана
2327,Вода с газом 500 мл
2327,Сырный соус
2327,Морковные палочки
2328,Вода без газа 500 мл
2328,Чесночный соус
2328,Кола
2328,Морковные палочки
2329,Наггетсы
2329,Цезарь
2329,Кола
2329,Ролл-цезарь
2329,Коктейль (банан)
2329,Вода без газа 500 мл
2330,Чизбургер
2330,Греческий салат
2330,Сметана
2330,Коктейль (банан)
2330,Стрипсы
2331,Вода без газа 500 мл
2331,Сметана
2331,Морковные палочки
2332,Чизбургер
2332,Цезарь
2332,Кола
2332,Чикенбургер
2332,Вода с газом 500 мл
2332,Коктейль (ваниль)
2332,Кетчуп
2333,Греческий салат
2333,Морковные палочки
2333,Вода с газом 500 мл
2334,Цезарь
2334,Кола
2334,Супер Комбо Обед
2334,Ролл-цезарь
2334,Вода с газом 500 мл
2334,Вода без газа 500 мл
2335,Вода с газом 500 мл
2335,Кола
2335,Сырный соус
2335,Супер Комбо Обед
2336,Наггетсы
2336,Сметана
2336,Коктейль (банан)
2336,Морковные палочки
2337,Кола
2337,Чесночный соус
2337,Сметана
2337,Коктейль (банан)
2337,Морковные палочки
2338,Цезарь
2338,Ролл-цезарь
2338,Чикенбургер
2338,Сырный соус
2338,Стрипсы
2339,Ролл-цезарь
2339,Цезарь
2339,Сметана
2339,Чикенбургер
2340,Чесночный соус
2340,Супер Комбо Обед
2341,Чизбургер
2341,Цезарь
2341,Кола
2341,Ролл-цезарь
2341,Чикенбургер
2341,Чесночный соус
2341,Коктейль (ваниль)
2341,Сырный соус
2342,Сметана
2342,Кола
2342,Морковные палочки
2343,Чесночный соус
2343,Сырный соус
2344,Картофель фри 200 гр
2344,Кола
2344,Кетчуп
2345,Картофель фри 200 гр
2345,Вода с газом 500 мл
2346,Чизбургер
2346,Коктейль (ваниль)
2346,Сырный соус
2347,Кола
2347,Ролл-цезарь
2347,Сметана
2347,Сырный соус
2347,Стрипсы
2348,Цезарь
2348,Кола
2348,Супер Комбо Обед
2348,Греческий салат
2348,Вода без газа 500 мл
2349,Картофель фри 300 гр
2349,Цезарь
2349,Кетчуп
2350,Кола
